,Gender,EthnicGroup,ParentEduc,LunchType,NumberofSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
425,M,group C,some high school,standard,0,school_bus,5 - 10,45,51,56
426,M,group D,some college,standard,1,private,5 - 10,64,63,68
427,M,group B,high school,standard,2,private,5 - 10,81,60,66
428,M,group B,bachelor's degree,standard,2,school_bus,> 10,67,75,82
429,M,group C,high school,standard,5,school_bus,5 - 10,75,88,85
430,M,group A,high school,standard,0,school_bus,5 - 10,71,74,64
431,M,group D,some high school,standard,2,private,< 5,75,89,84
432,M,group E,some college,standard,2,private,5 - 10,88,77,75
433,M,group D,high school,standard,3,school_bus,> 10,42,52,52
434,M,group D,associate's degree,free/reduced,1,school_bus,> 10,76,89,91
435,M,group B,some high school,free/reduced,2,private,< 5,67,78,75
436,M,group B,high school,standard,1,school_bus,< 5,67,64,58
437,M,group B,bachelor's degree,standard,1,school_bus,5 - 10,63,79,78
438,M,group A,high school,standard,7,private,5 - 10,70,81,77
439,M,group D,some college,standard,2,school_bus,< 5,82,84,96
440,M,group A,associate's degree,standard,2,school_bus,5 - 10,65,70,74
441,M,group B,some high school,standard,1,school_bus,5 - 10,73,79,79
442,M,group C,associate's degree,free/reduced,5,school_bus,> 10,79,68,65
443,M,group D,some high school,standard,1,school_bus,> 10,71,66,62
444,M,group D,associate's degree,free/reduced,3,school_bus,5 - 10,43,60,58
445,M,group D,associate's degree,standard,4,private,5 - 10,90,87,85
446,M,group D,some college,free/reduced,2,private,< 5,54,70,69
447,M,group C,high school,standard,5,school_bus,5 - 10,65,69,67
448,M,group C,some college,free/reduced,2,school_bus,5 - 10,63,73,71
449,M,group B,bachelor's degree,free/reduced,4,school_bus,< 5,74,83,85
450,M,group D,associate's degree,standard,3,private,5 - 10,81,72,77
451,M,group C,high school,free/reduced,2,school_bus,< 5,62,73,64
452,M,group D,associate's degree,free/reduced,0,school_bus,< 5,50,56,49
453,M,group C,some college,standard,1,private,5 - 10,71,79,77
454,M,group C,associate's degree,standard,2,private,5 - 10,65,84,84
455,M,group D,high school,standard,2,private,5 - 10,71,78,79
456,M,group D,some college,free/reduced,3,school_bus,5 - 10,63,61,60
457,M,group D,high school,standard,6,school_bus,< 5,66,71,74
458,M,group B,high school,standard,2,school_bus,5 - 10,63,55,55
459,M,group B,some college,standard,1,school_bus,< 5,61,65,68
460,M,group E,master's degree,standard,2,school_bus,> 10,97,100,100
461,M,group E,some college,standard,0,school_bus,5 - 10,85,75,68
462,M,group A,high school,free/reduced,2,school_bus,5 - 10,53,58,44
463,M,group E,some college,free/reduced,3,private,5 - 10,93,90,83
464,M,group C,associate's degree,standard,5,school_bus,5 - 10,47,52,51
465,M,group E,associate's degree,free/reduced,1,private,< 5,70,74,76
466,M,group D,associate's degree,standard,2,school_bus,5 - 10,79,78,74
467,M,group C,some high school,standard,1,school_bus,5 - 10,49,63,56
468,M,group D,some college,free/reduced,2,school_bus,> 10,81,90,87
469,M,group A,bachelor's degree,standard,3,private,< 5,57,70,68
470,M,group D,associate's degree,standard,2,school_bus,5 - 10,57,78,79
471,M,group C,high school,free/reduced,3,private,5 - 10,64,65,57
472,M,group E,bachelor's degree,standard,4,school_bus,5 - 10,81,82,84
473,M,group B,some high school,free/reduced,3,school_bus,< 5,57,62,62
474,M,group D,high school,standard,2,private,5 - 10,47,34,36
475,M,group C,some college,standard,3,private,5 - 10,66,59,52
476,M,group D,high school,standard,2,school_bus,< 5,83,84,75
477,M,group D,associate's degree,free/reduced,0,school_bus,5 - 10,42,61,58
478,M,group E,some high school,standard,2,school_bus,5 - 10,80,85,85
479,M,group D,some college,standard,3,school_bus,5 - 10,98,100,99
480,M,group D,master's degree,standard,1,school_bus,< 5,79,81,84
481,M,group B,some high school,standard,1,school_bus,> 10,63,72,77
482,M,group B,associate's degree,free/reduced,0,private,< 5,75,93,87
483,M,group C,associate's degree,standard,4,private,5 - 10,96,96,99
484,M,group E,associate's degree,free/reduced,0,school_bus,< 5,85,70,76
485,M,group C,some college,free/reduced,2,private,5 - 10,63,73,71
486,M,group D,some high school,free/reduced,1,school_bus,5 - 10,56,59,60
487,M,group B,some high school,free/reduced,2,school_bus,< 5,73,89,88
488,M,group C,high school,standard,2,school_bus,5 - 10,51,48,43
489,M,group B,some college,standard,4,school_bus,> 10,48,43,41
490,M,group E,some high school,standard,0,school_bus,5 - 10,70,51,58
491,M,group D,high school,free/reduced,1,private,< 5,70,90,82
492,M,group C,some college,standard,3,private,< 5,52,38,37
493,M,group B,associate's degree,free/reduced,5,private,< 5,65,75,78
494,M,group C,some college,standard,2,private,> 10,86,88,93
495,M,group E,some college,free/reduced,1,school_bus,> 10,52,57,56
496,M,group C,master's degree,standard,5,private,< 5,64,56,57
497,M,group D,associate's degree,standard,2,school_bus,5 - 10,81,71,73
498,M,group C,high school,free/reduced,0,private,5 - 10,62,60,56
499,M,group C,high school,standard,4,private,5 - 10,81,84,82
500,M,group C,associate's degree,standard,4,school_bus,5 - 10,59,73,72
501,M,group B,some college,free/reduced,2,private,5 - 10,56,55,48
502,M,group C,some college,standard,1,school_bus,5 - 10,69,64,68
503,M,group B,some college,standard,4,school_bus,5 - 10,87,84,86
504,M,group E,some college,standard,1,private,> 10,67,71,64
505,M,group C,some high school,standard,1,private,5 - 10,77,90,85
506,M,group C,associate's degree,free/reduced,4,school_bus,5 - 10,59,55,54
507,M,group E,associate's degree,standard,4,school_bus,> 10,86,96,93
508,M,group D,some college,standard,2,private,> 10,56,58,53
509,M,group D,some college,free/reduced,5,private,5 - 10,53,59,66
510,M,group B,some college,standard,1,school_bus,5 - 10,69,77,77
511,M,group C,high school,free/reduced,1,school_bus,5 - 10,53,72,64
512,M,group D,some high school,standard,1,school_bus,5 - 10,48,58,54
513,M,group D,some high school,standard,4,school_bus,5 - 10,75,79,83
514,M,group B,high school,standard,2,private,5 - 10,60,61,61
515,M,group D,some college,standard,0,school_bus,5 - 10,60,63,59
516,M,group B,high school,standard,0,school_bus,5 - 10,74,72,72
517,M,group B,high school,standard,0,school_bus,5 - 10,76,62,60
518,M,group D,some high school,standard,1,private,> 10,67,70,74
519,M,group A,some college,free/reduced,1,school_bus,5 - 10,56,59,55
520,M,group B,high school,standard,0,private,< 5,50,47,48
521,M,group D,bachelor's degree,standard,3,school_bus,> 10,79,75,77
522,M,group B,some high school,free/reduced,0,school_bus,< 5,48,65,68
523,M,group C,bachelor's degree,free/reduced,3,school_bus,5 - 10,62,78,79
524,M,group B,some high school,free/reduced,4,private,< 5,48,57,55
525,M,group B,high school,standard,1,private,< 5,65,71,70
526,M,group C,some college,free/reduced,4,private,5 - 10,36,44,44
527,M,group E,associate's degree,standard,1,school_bus,5 - 10,96,86,84
528,M,group D,associate's degree,free/reduced,2,school_bus,5 - 10,47,56,58
529,M,group B,master's degree,standard,1,school_bus,< 5,75,90,84
530,M,group C,associate's degree,standard,4,school_bus,5 - 10,52,59,62
531,M,group C,bachelor's degree,standard,3,school_bus,< 5,88,79,77
532,M,group B,some high school,standard,2,private,5 - 10,32,51,44
533,M,group E,some high school,free/reduced,1,school_bus,5 - 10,74,80,78
534,M,group B,some college,standard,4,private,< 5,18,37,32
535,M,group C,associate's degree,free/reduced,1,school_bus,5 - 10,70,65,62
536,M,group C,master's degree,free/reduced,3,private,5 - 10,52,65,61
537,M,group D,high school,free/reduced,0,school_bus,< 5,65,73,69
538,M,group E,some high school,standard,1,private,< 5,83,81,73
539,M,group B,high school,standard,1,school_bus,5 - 10,43,52,52
540,M,group E,associate's degree,free/reduced,3,private,5 - 10,58,69,74
541,M,group D,high school,standard,0,private,5 - 10,70,70,70
542,M,group E,associate's degree,free/reduced,0,school_bus,5 - 10,70,84,81
543,M,group B,some college,standard,1,school_bus,5 - 10,84,86,89
544,M,group C,some college,standard,3,school_bus,5 - 10,70,74,76
545,M,group D,some college,free/reduced,2,school_bus,< 5,62,72,73
546,M,group C,high school,standard,5,private,5 - 10,90,75,69
547,M,group B,bachelor's degree,standard,3,school_bus,5 - 10,59,54,51
548,M,group A,some high school,standard,1,private,5 - 10,51,31,36
549,M,group A,high school,free/reduced,1,school_bus,> 10,46,47,49
550,M,group C,master's degree,standard,3,school_bus,< 5,53,63,67
551,M,group E,some high school,standard,2,school_bus,> 10,89,85,77
552,M,group D,bachelor's degree,free/reduced,0,school_bus,5 - 10,62,71,77
553,M,group B,high school,free/reduced,1,private,5 - 10,60,72,68
554,M,group C,some high school,standard,3,private,< 5,74,89,86
555,M,group A,some high school,standard,3,school_bus,5 - 10,85,90,92
556,M,group E,some college,free/reduced,1,private,5 - 10,50,52,52
557,M,group C,some high school,free/reduced,3,private,> 10,49,58,53
558,M,group C,high school,standard,0,school_bus,< 5,61,66,58
559,M,group C,associate's degree,free/reduced,3,school_bus,5 - 10,56,68,70
560,M,group B,some high school,standard,0,school_bus,< 5,67,53,53
561,M,group A,some college,free/reduced,3,school_bus,> 10,64,61,59
562,M,group A,bachelor's degree,standard,1,school_bus,> 10,63,59,57
563,M,group B,some college,standard,2,school_bus,5 - 10,59,50,46
564,M,group C,high school,standard,2,school_bus,5 - 10,61,64,75
565,M,group E,high school,standard,3,private,> 10,77,65,59
566,M,group A,high school,standard,6,school_bus,> 10,79,84,82
567,M,group B,associate's degree,free/reduced,1,school_bus,< 5,57,56,53
568,M,group D,high school,free/reduced,4,school_bus,5 - 10,39,52,46
569,M,group C,some high school,standard,0,school_bus,5 - 10,65,58,52
570,M,group B,high school,free/reduced,2,private,> 10,23,44,36
571,M,group B,some college,free/reduced,2,school_bus,> 10,76,78,77
572,M,group D,some high school,free/reduced,0,school_bus,< 5,39,64,64
573,M,group E,master's degree,standard,1,private,< 5,88,85,84
574,M,group C,master's degree,standard,7,private,5 - 10,91,85,85
575,M,group C,high school,standard,4,private,5 - 10,60,73,69
576,M,group D,associate's degree,standard,0,school_bus,5 - 10,82,76,70
577,M,group A,high school,standard,3,private,< 5,59,66,61
578,M,group E,some high school,standard,2,private,< 5,77,65,58
579,M,group C,some high school,standard,2,school_bus,5 - 10,62,64,55
580,M,group B,bachelor's degree,standard,0,private,< 5,96,96,96
581,M,group B,some college,free/reduced,1,school_bus,5 - 10,77,69,66
582,M,group C,bachelor's degree,standard,2,private,5 - 10,66,80,83
583,M,group B,high school,standard,3,school_bus,5 - 10,53,49,47
584,M,group C,associate's degree,free/reduced,3,school_bus,5 - 10,87,73,72
585,M,group E,master's degree,free/reduced,4,school_bus,> 10,83,87,88
586,M,group D,bachelor's degree,free/reduced,2,private,< 5,37,41,37
587,M,group C,some college,standard,1,private,< 5,70,70,80
588,M,group C,associate's degree,standard,3,school_bus,5 - 10,99,94,93
589,M,group E,associate's degree,free/reduced,3,school_bus,> 10,80,75,73
590,M,group C,associate's degree,free/reduced,2,school_bus,> 10,51,52,53
591,M,group B,high school,standard,1,school_bus,5 - 10,59,58,47
592,M,group B,associate's degree,standard,1,private,5 - 10,82,84,78
593,M,group E,associate's degree,free/reduced,1,school_bus,< 5,84,87,78
594,M,group C,bachelor's degree,free/reduced,3,private,< 5,41,61,59
595,M,group D,some college,standard,3,school_bus,5 - 10,81,82,84
596,M,group C,some high school,standard,2,private,5 - 10,57,61,54
597,M,group C,bachelor's degree,standard,3,school_bus,< 5,61,63,64
598,M,group E,bachelor's degree,standard,3,school_bus,< 5,70,69,70
599,M,group B,high school,free/reduced,5,private,> 10,67,75,74
600,M,group D,bachelor's degree,free/reduced,1,school_bus,> 10,56,46,44
601,M,group D,some college,free/reduced,3,school_bus,5 - 10,69,65,74
602,M,group D,high school,free/reduced,3,school_bus,< 5,42,50,47
603,M,group E,some college,standard,1,private,5 - 10,88,86,93
604,M,group E,associate's degree,standard,1,school_bus,5 - 10,87,93,87
605,M,group D,some high school,standard,0,private,> 10,90,75,76
606,M,group E,associate's degree,standard,3,school_bus,< 5,55,60,65
607,M,group B,high school,free/reduced,3,school_bus,5 - 10,37,29,27
608,M,group B,some high school,free/reduced,3,private,< 5,62,77,79
609,M,group D,some high school,standard,1,private,5 - 10,65,78,82
610,M,group D,master's degree,standard,3,private,5 - 10,85,84,89
611,M,group C,master's degree,standard,2,school_bus,5 - 10,73,79,76
612,M,group D,bachelor's degree,free/reduced,0,private,5 - 10,93,100,100
613,M,group D,some high school,free/reduced,4,school_bus,5 - 10,69,85,86
614,M,group D,some college,standard,5,private,> 10,83,86,95
615,M,group C,bachelor's degree,free/reduced,1,school_bus,5 - 10,67,75,72
616,M,group D,bachelor's degree,free/reduced,3,private,5 - 10,50,42,48
617,M,group A,some college,standard,1,school_bus,5 - 10,71,85,84
618,M,group C,bachelor's degree,standard,3,private,5 - 10,52,61,66
619,M,group C,bachelor's degree,free/reduced,2,school_bus,< 5,46,61,66
620,M,group B,associate's degree,free/reduced,2,school_bus,> 10,47,61,56
621,M,group E,some college,standard,2,private,5 - 10,70,71,67
622,M,group E,bachelor's degree,standard,7,private,5 - 10,100,100,100
623,M,group C,high school,standard,1,private,< 5,43,60,52
624,M,group C,associate's degree,standard,0,private,5 - 10,58,78,82
625,M,group B,some college,standard,1,school_bus,5 - 10,91,96,91
626,M,group D,high school,free/reduced,1,private,5 - 10,71,71,68
627,M,group D,high school,standard,1,school_bus,< 5,71,65,66
628,M,group B,associate's degree,free/reduced,1,school_bus,5 - 10,54,65,65
629,M,group D,high school,free/reduced,0,school_bus,5 - 10,74,70,69
630,M,group E,some high school,standard,2,school_bus,5 - 10,76,64,61
631,M,group D,high school,free/reduced,1,school_bus,> 10,66,61,72
632,M,group E,associate's degree,free/reduced,0,school_bus,5 - 10,46,43,44
633,M,group C,some high school,free/reduced,2,private,< 5,45,54,48
634,M,group D,associate's degree,free/reduced,2,private,5 - 10,62,72,74
635,M,group C,associate's degree,standard,2,school_bus,> 10,100,88,91
636,M,group D,some college,free/reduced,0,private,5 - 10,72,63,59
637,M,group A,associate's degree,standard,1,school_bus,5 - 10,64,56,51
638,M,group E,high school,free/reduced,1,private,< 5,56,57,57
639,M,group D,some college,standard,1,private,5 - 10,85,81,85
640,M,group C,master's degree,free/reduced,0,school_bus,5 - 10,70,66,72
641,M,group D,master's degree,standard,1,school_bus,5 - 10,81,94,100
642,M,group C,high school,standard,0,private,< 5,80,65,64
643,M,group A,some high school,free/reduced,3,school_bus,5 - 10,61,62,61
644,M,group B,high school,standard,3,private,< 5,56,66,59
645,M,group C,associate's degree,standard,1,school_bus,5 - 10,55,61,59
646,M,group B,high school,standard,3,private,< 5,79,80,78
647,M,group D,some college,free/reduced,1,private,< 5,47,57,58
648,M,group B,some high school,free/reduced,1,school_bus,< 5,48,49,52
649,M,group E,high school,free/reduced,3,private,> 10,58,76,74
650,M,group E,high school,standard,0,private,5 - 10,91,71,69
651,M,group E,some high school,free/reduced,1,private,5 - 10,74,74,72
652,M,group C,some college,standard,2,private,< 5,60,67,67
653,M,group E,associate's degree,standard,5,school_bus,> 10,76,58,64
654,M,group C,some college,standard,0,private,5 - 10,86,88,83
655,M,group D,high school,standard,1,school_bus,< 5,44,62,59
656,M,group C,high school,standard,3,private,5 - 10,75,81,71
657,M,group A,some college,standard,2,school_bus,5 - 10,57,58,65
658,M,group D,some high school,free/reduced,4,school_bus,5 - 10,49,54,54
659,M,group E,associate's degree,standard,3,school_bus,5 - 10,100,100,100
660,M,group A,some high school,standard,1,school_bus,5 - 10,67,69,65
661,M,group C,some college,standard,4,school_bus,< 5,59,61,57
662,M,group B,bachelor's degree,standard,1,school_bus,5 - 10,72,82,78
663,M,group D,bachelor's degree,standard,0,school_bus,5 - 10,91,100,100
664,M,group C,some high school,standard,2,school_bus,> 10,82,74,72
665,M,group A,high school,free/reduced,3,school_bus,5 - 10,54,50,61
666,M,group C,associate's degree,standard,1,school_bus,< 5,60,64,56
667,M,group D,high school,standard,5,private,< 5,54,40,48
668,M,group C,associate's degree,standard,3,private,5 - 10,91,95,94
669,M,group B,high school,free/reduced,1,private,5 - 10,8,24,23
670,M,group D,some high school,standard,2,school_bus,5 - 10,83,79,79
671,M,group C,some high school,standard,6,school_bus,5 - 10,72,74,81
672,M,group A,high school,standard,1,private,< 5,56,50,54
673,M,group E,some high school,standard,0,school_bus,5 - 10,83,76,77
